lat,lon,allocatedcity,concat
56.2,-3.4,edinburgh,56.2:-3.4
51.8,1,london,51.8:1
54.7,-5.8,dumfries,54.7:-5.8
52.8,-2.2,birmingham,52.8:-2.2
52.8,-0.4,peterborough,52.8:-0.4
52.7,-0.4,peterborough,52.7:-0.4
53.7,-1.2,sheffield,53.7:-1.2
53.3,-2.4,warrington,53.3:-2.4
51.4,-2.9,cardiff,51.4:-2.9
52.1,-4.2,cardiff,52.1:-4.2
56,-3.9,edinburgh,56:-3.9
52.2,-1,oxford,52.2:-1
52.1,0,peterborough,52.1:0
56.3,-2.8,edinburgh,56.3:-2.8
51.9,-1.6,oxford,51.9:-1.6
51.4,-2.3,salisbury,51.4:-2.3
53.3,-0.2,peterborough,53.3:-0.2
54.6,-3.2,kendal,54.6:-3.2
50.5,-4.7,okehampton,50.5:-4.7
52.4,-2.3,birmingham,52.4:-2.3
54.3,-3.2,kendal,54.3:-3.2
51.6,-3.7,cardiff,51.6:-3.7
54.4,-6.3,dumfries,54.4:-6.3
52.7,1.6,norwich,52.7:1.6
52.5,0.9,norwich,52.5:0.9
57.1,-2.3,Aberdeen,57.1:-2.3
52.8,0,peterborough,52.8:0
53.5,-2,warrington,53.5:-2
55.7,-3.8,edinburgh,55.7:-3.8
51.9,-1.3,oxford,51.9:-1.3
52.3,0.9,norwich,52.3:0.9
51.4,-1.5,salisbury,51.4:-1.5
55.6,-4.4,dumfries,55.6:-4.4
51,0,brighton,51:0
52.9,-1.8,birmingham,52.9:-1.8
52.5,-1.2,birmingham,52.5:-1.2
52.5,-1.3,birmingham,52.5:-1.3
52.3,-0.4,peterborough,52.3:-0.4
57.1,-3,Aberdeen,57.1:-3
54.8,-4,dumfries,54.8:-4
51.8,-4.1,cardiff,51.8:-4.1
55.1,-6.7,dumfries,55.1:-6.7
53.1,-1.1,sheffield,53.1:-1.1
54.9,-6.3,dumfries,54.9:-6.3
53.1,0.1,peterborough,53.1:0.1
55.8,-2,edinburgh,55.8:-2
57.4,-5.8,Fort William,57.4:-5.8
50.9,-4.4,okehampton,50.9:-4.4
52.1,-1.5,oxford,52.1:-1.5
55.3,-1.9,newcastle,55.3:-1.9
52.6,-1.4,birmingham,52.6:-1.4
52.7,-3.1,corwen,52.7:-3.1
52.2,-0.8,peterborough,52.2:-0.8
52.7,-1,peterborough,52.7:-1
54.5,-1.8,newcastle,54.5:-1.8
57.1,-2.2,Aberdeen,57.1:-2.2
54.5,-6.4,dumfries,54.5:-6.4
54.9,-3.8,dumfries,54.9:-3.8
52.6,0.4,peterborough,52.6:0.4
52,-1.3,oxford,52:-1.3
51,-3,okehampton,51:-3
51.7,-1.4,oxford,51.7:-1.4
52,-1.1,oxford,52:-1.1
51.8,-3.9,cardiff,51.8:-3.9
52.2,-0.7,peterborough,52.2:-0.7
57.4,-2.5,Aberdeen,57.4:-2.5
55.4,-4.6,dumfries,55.4:-4.6
53.6,-0.9,sheffield,53.6:-0.9
55.1,-7,dumfries,55.1:-7
52.4,1.2,norwich,52.4:1.2
52.1,-0.1,peterborough,52.1:-0.1
51.8,0.3,london,51.8:0.3
51.6,-4.1,cardiff,51.6:-4.1
56.1,-4,edinburgh,56.1:-4
55.1,-1.5,newcastle,55.1:-1.5
56.5,-3.8,edinburgh,56.5:-3.8
56,-4.7,edinburgh,56:-4.7
52.3,1.5,norwich,52.3:1.5
56.4,-3.6,edinburgh,56.4:-3.6
51,-3.8,okehampton,51:-3.8
51.8,-0.9,oxford,51.8:-0.9
53,-0.2,peterborough,53:-0.2
50.8,-3.3,okehampton,50.8:-3.3
52.9,-3.1,corwen,52.9:-3.1
54.9,-4,dumfries,54.9:-4
55,-6.4,dumfries,55:-6.4
51.1,-2,salisbury,51.1:-2
53.2,-2.1,warrington,53.2:-2.1
53.3,-2.8,warrington,53.3:-2.8
55.9,-3.9,edinburgh,55.9:-3.9
55.7,-4.6,edinburgh,55.7:-4.6
55,-6.6,dumfries,55:-6.6
51.5,-2,salisbury,51.5:-2
51.9,-1.1,oxford,51.9:-1.1
53.2,0.1,peterborough,53.2:0.1
56.1,-4.8,edinburgh,56.1:-4.8
52.1,0.7,norwich,52.1:0.7
50.2,-5.2,okehampton,50.2:-5.2
52.6,0.9,norwich,52.6:0.9
51.9,-1.9,oxford,51.9:-1.9
52.1,-1.2,oxford,52.1:-1.2
52.8,0.9,norwich,52.8:0.9
51.8,-2.9,cardiff,51.8:-2.9
56.7,-3,Aberdeen,56.7:-3
55.9,-4.7,edinburgh,55.9:-4.7
55.5,-4.5,dumfries,55.5:-4.5
51.6,-2.3,cardiff,51.6:-2.3
54.3,-1.8,kendal,54.3:-1.8
55.6,-2.1,newcastle,55.6:-2.1
52.4,1.1,norwich,52.4:1.1
50.7,-4.2,okehampton,50.7:-4.2
53.1,-2,sheffield,53.1:-2
50.8,0,brighton,50.8:0
52.5,-0.1,peterborough,52.5:-0.1
52.2,0.9,norwich,52.2:0.9
52.2,-1.2,oxford,52.2:-1.2
54.3,-1.7,kendal,54.3:-1.7
56,-2.5,edinburgh,56:-2.5
50.9,-3.9,okehampton,50.9:-3.9
51.3,-1.7,salisbury,51.3:-1.7
58.1,-3.7,Fort William,58.1:-3.7
52.7,-0.1,peterborough,52.7:-0.1
55.4,-1.7,newcastle,55.4:-1.7
54.1,-1.1,scarborough,54.1:-1.1
57.6,-3.2,Aberdeen,57.6:-3.2
52.8,-0.1,peterborough,52.8:-0.1
52.6,-0.5,peterborough,52.6:-0.5
53.3,-0.6,sheffield,53.3:-0.6
51.2,-1.4,salisbury,51.2:-1.4
53.3,-1,sheffield,53.3:-1
52.5,-0.2,peterborough,52.5:-0.2
55.2,-2.3,newcastle,55.2:-2.3
52.7,1.1,norwich,52.7:1.1
57.4,-6.2,Fort William,57.4:-6.2
56.6,-2.9,Aberdeen,56.6:-2.9
50.8,-3.6,okehampton,50.8:-3.6
54.9,-6.4,dumfries,54.9:-6.4
55.2,-6.7,dumfries,55.2:-6.7
50.9,-4.2,okehampton,50.9:-4.2
54.7,-2.6,kendal,54.7:-2.6
53,0,peterborough,53:0
55.2,-2,newcastle,55.2:-2
54.1,-2.5,kendal,54.1:-2.5
53.8,-2.3,warrington,53.8:-2.3
52.2,0.5,norwich,52.2:0.5
52.5,-3.4,corwen,52.5:-3.4
52.7,-3.2,corwen,52.7:-3.2
57,-2.2,Aberdeen,57:-2.2
56.2,-3.7,edinburgh,56.2:-3.7
53.9,-0.8,scarborough,53.9:-0.8
51,-2.5,salisbury,51:-2.5
53.4,-4.3,corwen,53.4:-4.3
53.1,-4.3,corwen,53.1:-4.3
51.1,-2.8,salisbury,51.1:-2.8
53.9,-0.4,scarborough,53.9:-0.4
51.1,-2.6,salisbury,51.1:-2.6
54.6,-1.9,newcastle,54.6:-1.9
51.8,-2.6,cardiff,51.8:-2.6
52,-4.5,cardiff,52:-4.5
50.2,-5.4,okehampton,50.2:-5.4
52.6,-1,peterborough,52.6:-1
52.8,-0.6,peterborough,52.8:-0.6
54.6,-1.5,newcastle,54.6:-1.5
52.7,-1.3,birmingham,52.7:-1.3
56.2,-2.8,edinburgh,56.2:-2.8
50.7,-3.3,okehampton,50.7:-3.3
51.8,-2.1,oxford,51.8:-2.1
51.5,0.5,london,51.5:0.5
54.7,-4.5,dumfries,54.7:-4.5
53.3,-3.3,corwen,53.3:-3.3
56,-3.5,edinburgh,56:-3.5
51.1,-1.7,salisbury,51.1:-1.7
57.2,-2.7,Aberdeen,57.2:-2.7
52.5,-0.5,peterborough,52.5:-0.5
51,0,brighton,51:0
51.1,-2.5,salisbury,51.1:-2.5
52.9,1.2,norwich,52.9:1.2
51.8,0.8,london,51.8:0.8
50.7,-3.2,okehampton,50.7:-3.2
56.4,-5.5,Fort William,56.4:-5.5
52.7,0.6,norwich,52.7:0.6
51.1,-1.2,salisbury,51.1:-1.2
53.6,-1.1,sheffield,53.6:-1.1
53.5,-1.8,sheffield,53.5:-1.8
56,-4.1,edinburgh,56:-4.1
52.3,-2.3,birmingham,52.3:-2.3
52.6,1.5,norwich,52.6:1.5
51.9,1.1,norwich,51.9:1.1
51.8,-3.2,cardiff,51.8:-3.2
54.4,-5.7,dumfries,54.4:-5.7
54.6,-5.5,dumfries,54.6:-5.5
51.5,-1.3,oxford,51.5:-1.3
52.3,1,norwich,52.3:1
54.2,-0.7,scarborough,54.2:-0.7
51.7,-1,oxford,51.7:-1
52,1.4,norwich,52:1.4
54.1,-5.9,dumfries,54.1:-5.9
51.1,0.6,canterbury,51.1:0.6
55.3,-3.4,dumfries,55.3:-3.4
51.7,-1.9,oxford,51.7:-1.9
51.1,-4,okehampton,51.1:-4
56.2,-4.5,edinburgh,56.2:-4.5
56.2,-4.4,edinburgh,56.2:-4.4
53,-2,birmingham,53:-2
53.5,-0.6,sheffield,53.5:-0.6
53.1,-2.7,warrington,53.1:-2.7
53.4,0,peterborough,53.4:0
51.4,-1.1,oxford,51.4:-1.1
52.4,0,peterborough,52.4:0
55.6,-3.4,edinburgh,55.6:-3.4
51.7,-0.9,oxford,51.7:-0.9
52.9,-3.2,corwen,52.9:-3.2
53.5,-1.6,sheffield,53.5:-1.6
52.2,0.8,norwich,52.2:0.8
53.8,-1.2,sheffield,53.8:-1.2
55.1,-3,dumfries,55.1:-3
56,-2.8,edinburgh,56:-2.8
57,-5.8,Fort William,57:-5.8
52.1,-0.9,oxford,52.1:-0.9
54.2,-2.9,kendal,54.2:-2.9
57.6,-3.6,Aberdeen,57.6:-3.6
57.6,-3.9,Fort William,57.6:-3.9
57.6,-3.5,Aberdeen,57.6:-3.5
57.7,-3.5,Aberdeen,57.7:-3.5
55.5,-2.9,edinburgh,55.5:-2.9
57.3,-3.6,Fort William,57.3:-3.6
57.5,-4.1,Fort William,57.5:-4.1
52,-1.5,oxford,52:-1.5
51.9,-3.4,cardiff,51.9:-3.4
57.5,-2.3,Aberdeen,57.5:-2.3
52.1,-4.6,corwen,52.1:-4.6
54.6,-3.1,kendal,54.6:-3.1
54.1,-0.1,scarborough,54.1:-0.1
50.6,-4.7,okehampton,50.6:-4.7
50.3,-5.2,okehampton,50.3:-5.2
50.6,-4.8,okehampton,50.6:-4.8
52.2,-1.1,oxford,52.2:-1.1
56.2,-4.7,Fort William,56.2:-4.7
53,-4.2,corwen,53:-4.2
51.5,-2.3,salisbury,51.5:-2.3
51.3,-1.9,salisbury,51.3:-1.9
52.1,0.5,london,52.1:0.5
52,-5,cardiff,52:-5
50,-5.2,okehampton,50:-5.2
54.4,-1.2,newcastle,54.4:-1.2
51.1,0.1,brighton,51.1:0.1
51.5,-3.7,cardiff,51.5:-3.7
51.6,-3.6,cardiff,51.6:-3.6
50.8,-3.8,okehampton,50.8:-3.8
51.7,-3.6,cardiff,51.7:-3.6
53,-0.9,sheffield,53:-0.9
52.9,1.1,norwich,52.9:1.1
50.8,-1.6,salisbury,50.8:-1.6
51.9,-2.4,cardiff,51.9:-2.4
51,-4.3,okehampton,51:-4.3
53.6,-0.5,scarborough,53.6:-0.5
52.2,-4.1,corwen,52.2:-4.1
53.3,-0.1,peterborough,53.3:-0.1
52.5,-1.1,birmingham,52.5:-1.1
51.8,-2.7,cardiff,51.8:-2.7
54.4,-3.5,kendal,54.4:-3.5
52.2,-1.9,birmingham,52.2:-1.9
52.8,0.2,peterborough,52.8:0.2
57.6,-2.1,Aberdeen,57.6:-2.1
52.3,-2.6,birmingham,52.3:-2.6
52.9,-0.1,peterborough,52.9:-0.1
52.7,-0.2,peterborough,52.7:-0.2
52.2,-2.1,birmingham,52.2:-2.1
52.8,-0.7,peterborough,52.8:-0.7
50.5,-3.8,okehampton,50.5:-3.8
52.4,0.5,norwich,52.4:0.5
53.2,-3.9,corwen,53.2:-3.9
53.9,-2.9,kendal,53.9:-2.9
52.3,1.1,norwich,52.3:1.1
52.3,1.3,norwich,52.3:1.3
52.5,-3.9,corwen,52.5:-3.9
53.9,-0.3,scarborough,53.9:-0.3
53.2,-1.9,sheffield,53.2:-1.9
53.5,0,sheffield,53.5:0
55,-4.5,dumfries,55:-4.5
52.7,0,peterborough,52.7:0
50.3,-4.9,okehampton,50.3:-4.9
50.8,-3.5,okehampton,50.8:-3.5
55.2,-6.3,dumfries,55.2:-6.3
55.8,-2.1,edinburgh,55.8:-2.1
52.9,-3,corwen,52.9:-3
56,-5.5,Fort William,56:-5.5
53.7,-0.2,scarborough,53.7:-0.2
50.9,-2,salisbury,50.9:-2
53.1,-0.7,sheffield,53.1:-0.7
51,-2.8,salisbury,51:-2.8
50.9,-2.1,salisbury,50.9:-2.1
53.2,-4.2,corwen,53.2:-4.2
51.8,-2,oxford,51.8:-2
53.2,-0.9,sheffield,53.2:-0.9
56.3,-2.7,edinburgh,56.3:-2.7
50.7,-2.7,salisbury,50.7:-2.7
54.7,-3.2,kendal,54.7:-3.2
55.8,-3.7,edinburgh,55.8:-3.7
55.6,-1.9,newcastle,55.6:-1.9
54.4,-5.9,dumfries,54.4:-5.9
52.2,1.1,norwich,52.2:1.1
51.6,-1.5,oxford,51.6:-1.5
53.3,0.3,peterborough,53.3:0.3
54.9,-3.9,dumfries,54.9:-3.9
54.2,-2.7,kendal,54.2:-2.7
52.9,-2.6,warrington,52.9:-2.6
52.7,-0.8,peterborough,52.7:-0.8
52.4,-1,peterborough,52.4:-1
53.1,-2.1,warrington,53.1:-2.1
52,0.1,london,52:0.1
52.5,1.6,norwich,52.5:1.6
52.5,1.2,norwich,52.5:1.2
51.1,0.5,canterbury,51.1:0.5
53,-0.8,peterborough,53:-0.8
52.2,-3,birmingham,52.2:-3
56.6,-3.9,edinburgh,56.6:-3.9
50.7,-4.4,okehampton,50.7:-4.4
52.6,-2.5,birmingham,52.6:-2.5
52.9,-2,birmingham,52.9:-2
56.4,-4.1,edinburgh,56.4:-4.1
51.9,-1,oxford,51.9:-1
51,-1.8,salisbury,51:-1.8
52.1,-2.6,birmingham,52.1:-2.6
53.3,-1.7,sheffield,53.3:-1.7
52.6,1.6,norwich,52.6:1.6
54.3,-1.6,kendal,54.3:-1.6
51.3,-1.2,salisbury,51.3:-1.2
50.8,-2.1,salisbury,50.8:-2.1
55.2,-1.7,newcastle,55.2:-1.7
51.9,-4,cardiff,51.9:-4
53.5,-0.5,sheffield,53.5:-0.5
53.4,-0.9,sheffield,53.4:-0.9
53.1,-0.2,peterborough,53.1:-0.2
51.8,-1.7,oxford,51.8:-1.7
57.3,-2.6,Aberdeen,57.3:-2.6
53.1,-3.3,corwen,53.1:-3.3
51.2,1.3,canterbury,51.2:1.3
51.8,-1.8,oxford,51.8:-1.8
54.8,-3.3,dumfries,54.8:-3.3
53,-1.6,sheffield,53:-1.6
54.2,-6.3,dumfries,54.2:-6.3
52.1,0.8,norwich,52.1:0.8
52.5,1.5,norwich,52.5:1.5
55.3,-2,newcastle,55.3:-2
54.5,-3.5,kendal,54.5:-3.5
54.2,-0.6,scarborough,54.2:-0.6
52.1,-4.5,cardiff,52.1:-4.5
54.2,-6.4,dumfries,54.2:-6.4
51,-3.3,okehampton,51:-3.3
51.2,-0.9,salisbury,51.2:-0.9
54.5,-5.8,dumfries,54.5:-5.8
54.3,-6.7,dumfries,54.3:-6.7
52.3,-0.5,peterborough,52.3:-0.5
51.7,-5,cardiff,51.7:-5
51.8,-4.5,cardiff,51.8:-4.5
52,-4.4,cardiff,52:-4.4
52.1,-4.1,cardiff,52.1:-4.1
52,-4.6,cardiff,52:-4.6
51.9,-4.1,cardiff,51.9:-4.1
51.3,-1.4,salisbury,51.3:-1.4
52,-2.3,birmingham,52:-2.3
54.4,-1.6,newcastle,54.4:-1.6
50.8,-2.3,salisbury,50.8:-2.3
52.6,-0.9,peterborough,52.6:-0.9
51.7,-2.6,cardiff,51.7:-2.6
55.7,-3.6,edinburgh,55.7:-3.6
51.1,-1.9,salisbury,51.1:-1.9
54.2,-1.5,scarborough,54.2:-1.5
54.3,-5.7,dumfries,54.3:-5.7
53.9,-1,scarborough,53.9:-1
51.5,-2.2,salisbury,51.5:-2.2
51.4,-1.6,salisbury,51.4:-1.6
50.8,-3.4,okehampton,50.8:-3.4
56.5,-3.5,edinburgh,56.5:-3.5
54.5,-0.8,scarborough,54.5:-0.8
52.6,-3.4,corwen,52.6:-3.4
57.2,-3.8,Fort William,57.2:-3.8
53.2,-3.4,corwen,53.2:-3.4
56.1,-3.6,edinburgh,56.1:-3.6
52.2,-2.3,birmingham,52.2:-2.3
53.5,-3.1,warrington,53.5:-3.1
53.3,-1.8,sheffield,53.3:-1.8
52.4,-0.9,peterborough,52.4:-0.9
51.8,-4.3,cardiff,51.8:-4.3
53.4,-4.4,corwen,53.4:-4.4
55.6,-3.9,edinburgh,55.6:-3.9
56,-4.9,edinburgh,56:-4.9
52.9,-2.7,corwen,52.9:-2.7
51.7,-4.7,cardiff,51.7:-4.7
52,-0.9,oxford,52:-0.9
50.7,-2.2,salisbury,50.7:-2.2
54.7,-6,dumfries,54.7:-6
54,-1.9,kendal,54:-1.9
53.3,-3.2,corwen,53.3:-3.2
53.5,-0.8,sheffield,53.5:-0.8
50.5,-4.9,okehampton,50.5:-4.9
57.8,-4.1,Fort William,57.8:-4.1
53.2,-1.1,sheffield,53.2:-1.1
53.7,-2.1,warrington,53.7:-2.1
57.2,-3.1,Aberdeen,57.2:-3.1
50.7,-1.2,salisbury,50.7:-1.2
52.6,-3,corwen,52.6:-3
52.2,-0.2,peterborough,52.2:-0.2
52.9,0.7,norwich,52.9:0.7
53.4,-1.1,sheffield,53.4:-1.1
57.6,-6.2,Fort William,57.6:-6.2
51,0.4,brighton,51:0.4
51.2,-1.6,salisbury,51.2:-1.6
51,-1.1,salisbury,51:-1.1
54.1,-1.2,scarborough,54.1:-1.2
52.2,0.3,peterborough,52.2:0.3
52,0.9,norwich,52:0.9
50.9,0.7,canterbury,50.9:0.7
52.1,0.1,peterborough,52.1:0.1
55.8,-4.6,edinburgh,55.8:-4.6
50.7,-3.7,okehampton,50.7:-3.7
52.4,-0.2,peterborough,52.4:-0.2
50.2,-4.9,okehampton,50.2:-4.9
58,-3.9,Fort William,58:-3.9
51,-0.8,brighton,51:-0.8
54.9,-2.5,newcastle,54.9:-2.5
52.8,1.5,norwich,52.8:1.5
52.6,-3.5,corwen,52.6:-3.5
50.8,0.2,brighton,50.8:0.2
52.4,-2.6,birmingham,52.4:-2.6
53.3,-4.6,corwen,53.3:-4.6
52.8,-2.9,corwen,52.8:-2.9
52.6,-2.9,corwen,52.6:-2.9
52.3,-2.5,birmingham,52.3:-2.5
54.4,-6.5,dumfries,54.4:-6.5
54.3,-2.5,kendal,54.3:-2.5
55.2,-2.7,dumfries,55.2:-2.7
54.9,-1.9,newcastle,54.9:-1.9
53.9,-1.2,scarborough,53.9:-1.2
53.3,0.2,peterborough,53.3:0.2
54.5,-7.6,dumfries,54.5:-7.6
52.4,-4,corwen,52.4:-4
55,-6.9,dumfries,55:-6.9
51.7,0.8,london,51.7:0.8
54.4,-7.3,dumfries,54.4:-7.3
50.8,-2.4,salisbury,50.8:-2.4
51.9,-1.7,oxford,51.9:-1.7
54.6,-2.6,kendal,54.6:-2.6
53,-3.2,corwen,53:-3.2
56.4,-3.2,edinburgh,56.4:-3.2
52,0.6,london,52:0.6
52.4,-0.3,peterborough,52.4:-0.3
54.9,-2.8,dumfries,54.9:-2.8
51.7,-1.5,oxford,51.7:-1.5
52.7,-1.6,birmingham,52.7:-1.6
57.6,-3.1,Aberdeen,57.6:-3.1
52.8,-1.1,peterborough,52.8:-1.1
53.2,-1.5,sheffield,53.2:-1.5
52.8,-4.1,corwen,52.8:-4.1
51.7,0.9,london,51.7:0.9
57.5,-4.5,Fort William,57.5:-4.5
54.2,-2.6,kendal,54.2:-2.6
57.6,-2,Aberdeen,57.6:-2
52.6,-2.4,birmingham,52.6:-2.4
52.4,-1.1,birmingham,52.4:-1.1
51,-2.9,salisbury,51:-2.9
51.3,1.2,canterbury,51.3:1.2
50.4,-4.3,okehampton,50.4:-4.3
57.7,-2.9,Aberdeen,57.7:-2.9
54.6,-1.8,newcastle,54.6:-1.8
50.7,-3.8,okehampton,50.7:-3.8
52.5,0.5,norwich,52.5:0.5
52.3,0,peterborough,52.3:0
53.9,-2.1,kendal,53.9:-2.1
52.2,0,peterborough,52.2:0
56.8,-2.3,Aberdeen,56.8:-2.3
55.6,-4.3,dumfries,55.6:-4.3
52.2,0.6,norwich,52.2:0.6
52.9,1.3,norwich,52.9:1.3
55.4,-4.2,dumfries,55.4:-4.2
57.2,-2.5,Aberdeen,57.2:-2.5
52.8,-2.5,birmingham,52.8:-2.5
54,-1.4,scarborough,54:-1.4
50.1,-5.1,okehampton,50.1:-5.1
52.2,-4.3,corwen,52.2:-4.3
55,-2.8,dumfries,55:-2.8
57.9,-4.4,Fort William,57.9:-4.4
57.1,-4.1,Fort William,57.1:-4.1
50.1,-5.7,okehampton,50.1:-5.7
55.6,-3.2,edinburgh,55.6:-3.2
57.7,-5.7,Fort William,57.7:-5.7
58.2,-5.3,Fort William,58.2:-5.3
50.9,-0.8,brighton,50.9:-0.8
53.3,-2,sheffield,53.3:-2
50.4,-3.8,okehampton,50.4:-3.8
50.4,-5,okehampton,50.4:-5
52.5,0.6,norwich,52.5:0.6
53.3,-0.8,sheffield,53.3:-0.8
52.6,-2.6,birmingham,52.6:-2.6
53,-1.9,sheffield,53:-1.9
53.2,-1.6,sheffield,53.2:-1.6
55.2,-4.9,dumfries,55.2:-4.9
50.8,-2.5,salisbury,50.8:-2.5
53.8,-0.2,scarborough,53.8:-0.2
52.2,1.3,norwich,52.2:1.3
52.1,-4.7,cardiff,52.1:-4.7
52.9,-0.7,peterborough,52.9:-0.7
54.7,-1.8,newcastle,54.7:-1.8
54,-0.2,scarborough,54:-0.2
54.8,-2.8,kendal,54.8:-2.8
51.2,-4.1,okehampton,51.2:-4.1
57.1,-2.6,Aberdeen,57.1:-2.6
52.8,0.7,norwich,52.8:0.7
52.5,0.4,peterborough,52.5:0.4
52.8,-1,peterborough,52.8:-1
50.6,-4.2,okehampton,50.6:-4.2
54.4,-1.3,newcastle,54.4:-1.3
52.5,0.2,peterborough,52.5:0.2
52.8,1,norwich,52.8:1
54.8,-6,dumfries,54.8:-6
54.5,-6.7,dumfries,54.5:-6.7
55.1,-6.5,dumfries,55.1:-6.5
51.9,-2.6,cardiff,51.9:-2.6
51.2,-2.1,salisbury,51.2:-2.1
50.9,-0.7,brighton,50.9:-0.7
51.5,-1.4,oxford,51.5:-1.4
52.2,-1.3,oxford,52.2:-1.3
52.1,0.6,norwich,52.1:0.6
55.1,-3.8,dumfries,55.1:-3.8
54.7,-5.9,dumfries,54.7:-5.9
50.7,-1.1,salisbury,50.7:-1.1
50.9,-2.4,salisbury,50.9:-2.4
54.8,-4.1,dumfries,54.8:-4.1
50.9,-3.7,okehampton,50.9:-3.7
52,-2,oxford,52:-2
51,-1.7,salisbury,51:-1.7
54.8,-2.7,kendal,54.8:-2.7
50.7,-3.1,okehampton,50.7:-3.1
52.8,1.2,norwich,52.8:1.2
50.5,-4.6,okehampton,50.5:-4.6
52.3,-2.7,birmingham,52.3:-2.7
51.6,-1,oxford,51.6:-1
52.8,-0.3,peterborough,52.8:-0.3
54.4,-1.9,kendal,54.4:-1.9
52.6,-3.3,corwen,52.6:-3.3
53,-0.6,peterborough,53:-0.6
52.4,1.5,norwich,52.4:1.5
51.9,1.2,norwich,51.9:1.2
52.4,-0.6,peterborough,52.4:-0.6
54.6,-5.7,dumfries,54.6:-5.7
54.5,-6.2,dumfries,54.5:-6.2
54.1,-6.6,dumfries,54.1:-6.6
54.3,-1.1,scarborough,54.3:-1.1
52.1,1.5,norwich,52.1:1.5
51.7,0.6,london,51.7:0.6
52.9,-0.8,peterborough,52.9:-0.8
54.8,-3.2,dumfries,54.8:-3.2
51.3,-2,salisbury,51.3:-2
51.1,0.7,canterbury,51.1:0.7
51.9,-3.2,cardiff,51.9:-3.2
52.1,1,norwich,52.1:1
51.2,1.1,canterbury,51.2:1.1
53.4,-0.6,sheffield,53.4:-0.6
54.2,-1.2,scarborough,54.2:-1.2
54.7,-1.3,newcastle,54.7:-1.3
52,-2.6,cardiff,52:-2.6
50.4,-4.5,okehampton,50.4:-4.5
54.4,-1.4,newcastle,54.4:-1.4
55.4,-1.6,newcastle,55.4:-1.6
52.1,-2.5,birmingham,52.1:-2.5
55.1,-1.7,newcastle,55.1:-1.7
53.9,-0.9,scarborough,53.9:-0.9
52.9,-2.2,birmingham,52.9:-2.2
54.6,-3.4,kendal,54.6:-3.4
52.7,-2.6,birmingham,52.7:-2.6
52.5,-3.3,corwen,52.5:-3.3
52.2,-2,birmingham,52.2:-2
56,-4.3,edinburgh,56:-4.3
54.1,-2,kendal,54.1:-2
53.1,-0.9,sheffield,53.1:-0.9
52.9,0.8,norwich,52.9:0.8
55.7,-3.2,edinburgh,55.7:-3.2
52.5,-3.2,corwen,52.5:-3.2
53.1,-0.3,peterborough,53.1:-0.3
50.8,-4.1,okehampton,50.8:-4.1
58,-4.1,Fort William,58:-4.1
57.6,-2.8,Aberdeen,57.6:-2.8
51,-4.4,okehampton,51:-4.4
51.1,-2.9,salisbury,51.1:-2.9
52.6,-3.1,corwen,52.6:-3.1
50.9,-1.6,salisbury,50.9:-1.6
51,-2,salisbury,51:-2
56.4,-3.3,edinburgh,56.4:-3.3
52.9,-2.3,birmingham,52.9:-2.3
54.5,-7.2,dumfries,54.5:-7.2
50.6,-4.3,okehampton,50.6:-4.3
56.3,-2.6,edinburgh,56.3:-2.6
52.6,1,norwich,52.6:1
52.9,1,norwich,52.9:1
54.3,-2.9,kendal,54.3:-2.9
52.1,-0.6,oxford,52.1:-0.6
52.3,-4,corwen,52.3:-4
58,-4,Fort William,58:-4
51.9,-0.8,oxford,51.9:-0.8
54.2,-1.1,scarborough,54.2:-1.1
56.3,-3.1,edinburgh,56.3:-3.1
