lat,lon,allocatedcity,concat
54.4,-0.7,scarborough,54.4:-0.7
53,-2.8,corwen,53:-2.8
54.3,-6.3,dumfries,54.3:-6.3
52.7,-0.9,peterborough,52.7:-0.9
54.9,-2.7,dumfries,54.9:-2.7
54.4,-6.7,dumfries,54.4:-6.7
54.7,-6.1,dumfries,54.7:-6.1
51.1,-3.9,okehampton,51.1:-3.9
54.1,-1,scarborough,54.1:-1
54.7,-6.6,dumfries,54.7:-6.6
50.8,-4.2,okehampton,50.8:-4.2
51.2,-3.8,okehampton,51.2:-3.8
53.1,-4.1,corwen,53.1:-4.1
55.7,-3.7,edinburgh,55.7:-3.7
53,-0.3,peterborough,53:-0.3
52.9,-0.3,peterborough,52.9:-0.3
56.3,-3.4,edinburgh,56.3:-3.4
51.9,-5.1,cardiff,51.9:-5.1
50.3,-3.7,okehampton,50.3:-3.7
53,-3.9,corwen,53:-3.9
52.1,-4,cardiff,52.1:-4
50.3,-3.9,okehampton,50.3:-3.9
54.5,-2.3,kendal,54.5:-2.3
54.5,-1.7,newcastle,54.5:-1.7
51.1,-2.1,salisbury,51.1:-2.1
55.4,-4,dumfries,55.4:-4
54.4,-2,kendal,54.4:-2
51.9,-2.5,cardiff,51.9:-2.5
54.3,-1.3,scarborough,54.3:-1.3
57.4,-4.5,Fort William,57.4:-4.5
55.6,-2.6,edinburgh,55.6:-2.6
52.1,-2,birmingham,52.1:-2
50.6,-1.9,salisbury,50.6:-1.9
50.4,-4.4,okehampton,50.4:-4.4
54.8,-6.6,dumfries,54.8:-6.6
53,-2.4,warrington,53:-2.4
53.2,-4.3,corwen,53.2:-4.3
52.4,1.6,norwich,52.4:1.6
56.2,-2.9,edinburgh,56.2:-2.9
51.8,-3.5,cardiff,51.8:-3.5
53.5,-1.7,sheffield,53.5:-1.7
54,-1.3,scarborough,54:-1.3
52,-2.5,cardiff,52:-2.5
56,-2.7,edinburgh,56:-2.7
54.8,-6.7,dumfries,54.8:-6.7
57.4,-4.1,Fort William,57.4:-4.1
54.1,-2.3,kendal,54.1:-2.3
51,-1,salisbury,51:-1
52.7,-2.9,corwen,52.7:-2.9
56.1,-4.2,edinburgh,56.1:-4.2
51.2,-2.7,salisbury,51.2:-2.7
52.2,-2.8,birmingham,52.2:-2.8
51.9,-3.3,cardiff,51.9:-3.3
53.1,-3.4,corwen,53.1:-3.4
51.8,-1,oxford,51.8:-1
55.1,-4.1,dumfries,55.1:-4.1
56.6,-6.5,Fort William,56.6:-6.5
51,-1.6,salisbury,51:-1.6
51.2,-3.1,salisbury,51.2:-3.1
50.8,-4.4,okehampton,50.8:-4.4
51.3,-2.6,salisbury,51.3:-2.6
56.7,-5.1,Fort William,56.7:-5.1
54.6,-2.5,kendal,54.6:-2.5
52.8,-0.5,peterborough,52.8:-0.5
57.5,-4,Fort William,57.5:-4
53.2,-1.7,sheffield,53.2:-1.7
54.1,-0.7,scarborough,54.1:-0.7
55.5,-5.5,Fort William,55.5:-5.5
54.6,-7.5,dumfries,54.6:-7.5
53.7,0,scarborough,53.7:0
57.3,-2.3,Aberdeen,57.3:-2.3
52.2,1.4,norwich,52.2:1.4
53.1,-2.6,warrington,53.1:-2.6
54.4,-3,kendal,54.4:-3
56.4,-3,edinburgh,56.4:-3
51.9,-4.2,cardiff,51.9:-4.2
56.4,-5.2,Fort William,56.4:-5.2
55.3,-4.4,dumfries,55.3:-4.4
55.3,-4.8,dumfries,55.3:-4.8
56.7,-3.7,edinburgh,56.7:-3.7
57.3,-5.7,Fort William,57.3:-5.7
55.4,-4.5,dumfries,55.4:-4.5
52.1,-3.1,cardiff,52.1:-3.1
51.9,-5.2,cardiff,51.9:-5.2
52.7,-3,corwen,52.7:-3
53.1,-2.9,corwen,53.1:-2.9
57.5,-3,Aberdeen,57.5:-3
57.4,-2.2,Aberdeen,57.4:-2.2
56.1,-3.7,edinburgh,56.1:-3.7
56.9,-2.4,Aberdeen,56.9:-2.4
58.5,-3.5,Fort William,58.5:-3.5
51.4,-1.9,salisbury,51.4:-1.9
51.5,-1.7,salisbury,51.5:-1.7
54.2,-0.4,scarborough,54.2:-0.4
56.8,-2.6,Aberdeen,56.8:-2.6
50.8,-2.8,salisbury,50.8:-2.8
52.5,-3,corwen,52.5:-3
55.2,-3.8,dumfries,55.2:-3.8
52.4,0.4,peterborough,52.4:0.4
54.1,-1.3,scarborough,54.1:-1.3
50.8,-1.3,salisbury,50.8:-1.3
54.3,-2,kendal,54.3:-2
54,-2.1,kendal,54:-2.1
56,-5,edinburgh,56:-5
57.5,-1.9,Aberdeen,57.5:-1.9
50.7,-3,okehampton,50.7:-3
54.4,-1.5,newcastle,54.4:-1.5
52.6,-2.7,corwen,52.6:-2.7
53.2,0.2,peterborough,53.2:0.2
56.6,-3.1,Aberdeen,56.6:-3.1
54.2,-3,kendal,54.2:-3
52.3,-4.1,corwen,52.3:-4.1
54.6,-7.3,dumfries,54.6:-7.3
51.9,-5,cardiff,51.9:-5
52.1,-2.9,cardiff,52.1:-2.9
52,-1.2,oxford,52:-1.2
52.6,0.3,peterborough,52.6:0.3
51.1,-3.2,okehampton,51.1:-3.2
55,-4,dumfries,55:-4
56.2,-3.5,edinburgh,56.2:-3.5
52.5,0,peterborough,52.5:0
57.5,-4.4,Fort William,57.5:-4.4
52,-3.2,cardiff,52:-3.2
51.9,-2.9,cardiff,51.9:-2.9
51.8,-4.8,cardiff,51.8:-4.8
51.7,-2.9,cardiff,51.7:-2.9
52.2,-3.2,birmingham,52.2:-3.2
52.3,-3.9,corwen,52.3:-3.9
52.6,-0.6,peterborough,52.6:-0.6
54.7,-2.8,kendal,54.7:-2.8
54.4,-6.4,dumfries,54.4:-6.4
54.6,-6.7,dumfries,54.6:-6.7
53.4,-0.2,sheffield,53.4:-0.2
51.7,-2.7,cardiff,51.7:-2.7
52.3,-3.6,cardiff,52.3:-3.6
54.1,-1.4,scarborough,54.1:-1.4
51.7,-4.8,cardiff,51.7:-4.8
50.5,-4.3,okehampton,50.5:-4.3
51.8,-4.4,cardiff,51.8:-4.4
51.4,-3.5,cardiff,51.4:-3.5
53.3,-3.9,corwen,53.3:-3.9
52.4,-2.4,birmingham,52.4:-2.4
55.4,-5.7,Fort William,55.4:-5.7
58.3,-6.3,Fort William,58.3:-6.3
52.5,1.4,norwich,52.5:1.4
51.7,-3.7,cardiff,51.7:-3.7
51.2,-2,salisbury,51.2:-2
54.4,-7.1,dumfries,54.4:-7.1
52.7,0.3,peterborough,52.7:0.3
52,0.4,london,52:0.4
52.3,-3.3,cardiff,52.3:-3.3
54.8,-2.6,kendal,54.8:-2.6
53.8,-1.3,sheffield,53.8:-1.3
54.5,-7.3,dumfries,54.5:-7.3
50.8,-3.1,okehampton,50.8:-3.1
52.5,-0.4,peterborough,52.5:-0.4
56.2,-3.3,edinburgh,56.2:-3.3
52.9,-3.6,corwen,52.9:-3.6
55,-3.3,dumfries,55:-3.3
54.9,-2,newcastle,54.9:-2
54.3,-2.2,kendal,54.3:-2.2
51.7,-1.8,oxford,51.7:-1.8
56.5,-4.8,Fort William,56.5:-4.8
51.8,-4.2,cardiff,51.8:-4.2
51.4,-3.4,cardiff,51.4:-3.4
55.5,-2,newcastle,55.5:-2
52.3,-2.9,birmingham,52.3:-2.9
55.8,-2.4,edinburgh,55.8:-2.4
51.1,-0.6,brighton,51.1:-0.6
55,-2,newcastle,55:-2
54.7,-2.7,kendal,54.7:-2.7
55.1,-3.7,dumfries,55.1:-3.7
52.3,-2.8,birmingham,52.3:-2.8
51.2,-4.2,okehampton,51.2:-4.2
55.6,-2.9,edinburgh,55.6:-2.9
50.1,-5.2,okehampton,50.1:-5.2
50.9,-4.3,okehampton,50.9:-4.3
56.1,-4.1,edinburgh,56.1:-4.1
52.4,0,peterborough,52.4:0
51,-4,okehampton,51:-4
53,-0.1,peterborough,53:-0.1
56.2,-4.1,edinburgh,56.2:-4.1
52,-3.4,cardiff,52:-3.4
57.7,-4,Fort William,57.7:-4
50.9,-4.5,okehampton,50.9:-4.5
50.3,-3.6,okehampton,50.3:-3.6
50.8,-4,okehampton,50.8:-4
55.3,-2.8,dumfries,55.3:-2.8
52.4,-3.9,corwen,52.4:-3.9
53.1,0,peterborough,53.1:0
57.5,-3.1,Aberdeen,57.5:-3.1
55,-2.9,dumfries,55:-2.9
52.1,-3,cardiff,52.1:-3
55,-7.2,dumfries,55:-7.2
54.5,-0.9,scarborough,54.5:-0.9
56.3,-5.3,Fort William,56.3:-5.3
56.8,-4.1,Fort William,56.8:-4.1
56.8,-3.9,Fort William,56.8:-3.9
54.5,-0.7,scarborough,54.5:-0.7
52.3,1.2,norwich,52.3:1.2
51.1,-3.3,okehampton,51.1:-3.3
52.3,-3.5,cardiff,52.3:-3.5
52.1,-1.1,oxford,52.1:-1.1
53.3,-4.2,corwen,53.3:-4.2
51,-2.1,salisbury,51:-2.1
54.5,-5.5,dumfries,54.5:-5.5
55.9,-5.4,Fort William,55.9:-5.4
51.9,-3.1,cardiff,51.9:-3.1
53.3,0.1,peterborough,53.3:0.1
51,-4.5,okehampton,51:-4.5
53.3,-4.5,corwen,53.3:-4.5
56.8,-5.7,Fort William,56.8:-5.7
51.9,-3.9,cardiff,51.9:-3.9
50.7,-4.7,okehampton,50.7:-4.7
54.7,-6.7,dumfries,54.7:-6.7
54,-1.7,sheffield,54:-1.7
52.8,-3.4,corwen,52.8:-3.4
50.6,-1.3,salisbury,50.6:-1.3
53.3,-4.4,corwen,53.3:-4.4
52.9,-3.9,corwen,52.9:-3.9
54.9,-4.4,dumfries,54.9:-4.4
50.7,-4.1,okehampton,50.7:-4.1
57.5,-3.2,Aberdeen,57.5:-3.2
55.6,-3.8,edinburgh,55.6:-3.8
51.8,-2.8,cardiff,51.8:-2.8
56.6,-3.4,edinburgh,56.6:-3.4
56.3,-3.8,edinburgh,56.3:-3.8
53.3,-4.3,corwen,53.3:-4.3
53.8,-0.9,sheffield,53.8:-0.9
54.6,-6.2,dumfries,54.6:-6.2
55.8,-2.3,edinburgh,55.8:-2.3
52.9,-4.4,corwen,52.9:-4.4
54.7,-1.9,newcastle,54.7:-1.9
57.6,-4.3,Fort William,57.6:-4.3
51.3,-1.3,salisbury,51.3:-1.3
52,0.5,london,52:0.5
52.4,-3.1,corwen,52.4:-3.1
56.1,-4.3,edinburgh,56.1:-4.3
53.9,-2.6,warrington,53.9:-2.6
50.1,-5.6,okehampton,50.1:-5.6
54,-0.8,scarborough,54:-0.8
52.4,1,norwich,52.4:1
56.4,-3.7,edinburgh,56.4:-3.7
55.5,-3.9,dumfries,55.5:-3.9
51.2,-1.2,salisbury,51.2:-1.2
52.3,-1.3,birmingham,52.3:-1.3
55.3,-3.5,dumfries,55.3:-3.5
54.8,-6.9,dumfries,54.8:-6.9
57.7,-4.3,Fort William,57.7:-4.3
54.8,-3.4,dumfries,54.8:-3.4
55.7,-2.1,edinburgh,55.7:-2.1
54.3,-0.5,scarborough,54.3:-0.5
50.1,-5.4,okehampton,50.1:-5.4
52.4,-3.3,corwen,52.4:-3.3
55.9,-2.7,edinburgh,55.9:-2.7
57.3,-6.4,Fort William,57.3:-6.4
51.4,-1.8,salisbury,51.4:-1.8
53.4,-0.7,sheffield,53.4:-0.7
54.4,-2.8,kendal,54.4:-2.8
55.1,-3.4,dumfries,55.1:-3.4
56.5,-5.4,Fort William,56.5:-5.4
54.8,-2.4,newcastle,54.8:-2.4
56.7,-5.2,Fort William,56.7:-5.2
55,-3,dumfries,55:-3
55.2,-3,dumfries,55.2:-3
55,-2.7,dumfries,55:-2.7
52.4,-2.8,birmingham,52.4:-2.8
54.4,-2.7,kendal,54.4:-2.7
53.2,-0.8,sheffield,53.2:-0.8
51.8,0.4,london,51.8:0.4
54.8,-2.1,newcastle,54.8:-2.1
52.3,-0.3,peterborough,52.3:-0.3
56.1,-5.3,Fort William,56.1:-5.3
55,-3.1,dumfries,55:-3.1
54,-2.3,kendal,54:-2.3
53.9,-2.5,kendal,53.9:-2.5
51.9,-3,cardiff,51.9:-3
51,-3.5,okehampton,51:-3.5
54.2,-1.6,scarborough,54.2:-1.6
52.4,1.7,norwich,52.4:1.7
52.9,-4.6,corwen,52.9:-4.6
52.6,0,peterborough,52.6:0
55.2,-6.6,dumfries,55.2:-6.6
53,-2.5,warrington,53:-2.5
51.4,0.9,canterbury,51.4:0.9
55,-2.2,newcastle,55:-2.2
53.8,-2,warrington,53.8:-2
55.5,-2.3,edinburgh,55.5:-2.3
55.5,-2.7,edinburgh,55.5:-2.7
52.4,-3,corwen,52.4:-3
56.2,-3.6,edinburgh,56.2:-3.6
52.4,0.1,peterborough,52.4:0.1
56.1,-5.5,Fort William,56.1:-5.5
55.8,-5.1,dumfries,55.8:-5.1
55.1,-2.1,newcastle,55.1:-2.1
51.1,-1.6,salisbury,51.1:-1.6
53,-4.4,corwen,53:-4.4
51,-3.4,okehampton,51:-3.4
53.7,0,scarborough,53.7:0
51.1,-3.1,okehampton,51.1:-3.1
57.6,-2.6,Aberdeen,57.6:-2.6
52.9,-4.5,corwen,52.9:-4.5
54.4,-6.1,dumfries,54.4:-6.1
54.3,-1.9,kendal,54.3:-1.9
53.1,-1.7,sheffield,53.1:-1.7
52.8,-2.7,corwen,52.8:-2.7
57.3,-3.8,Fort William,57.3:-3.8
50.7,-1.5,salisbury,50.7:-1.5
54.3,-3.4,kendal,54.3:-3.4
55.1,-2.2,newcastle,55.1:-2.2
54.3,-5.6,dumfries,54.3:-5.6
55.2,-3.5,dumfries,55.2:-3.5
56.2,-4.2,edinburgh,56.2:-4.2
57.4,-1.9,Aberdeen,57.4:-1.9
52.2,1.2,norwich,52.2:1.2
52.2,-4.2,corwen,52.2:-4.2
55.1,-3.3,dumfries,55.1:-3.3
57.3,-2.5,Aberdeen,57.3:-2.5
52.9,0.6,norwich,52.9:0.6
54.5,-2.7,kendal,54.5:-2.7
52.2,-4,corwen,52.2:-4
54.2,-3.3,kendal,54.2:-3.3
52,-2.9,cardiff,52:-2.9
53.2,-3.7,corwen,53.2:-3.7
55.6,-3.6,edinburgh,55.6:-3.6
52,-1.6,oxford,52:-1.6
54.5,-7.7,dumfries,54.5:-7.7
53.2,-3.6,corwen,53.2:-3.6
56.6,-2.8,Aberdeen,56.6:-2.8
56.7,-2.9,Aberdeen,56.7:-2.9
56.7,-2.8,Aberdeen,56.7:-2.8
53.5,-0.9,sheffield,53.5:-0.9
55.5,-1.6,newcastle,55.5:-1.6
54.3,-6.5,dumfries,54.3:-6.5
58.6,-3.1,Fort William,58.6:-3.1
52.8,-1.8,birmingham,52.8:-1.8
53.1,0.2,peterborough,53.1:0.2
57.7,-2.7,Aberdeen,57.7:-2.7
51.1,1,canterbury,51.1:1
52,-4.8,cardiff,52:-4.8
55.6,-3,edinburgh,55.6:-3
56.2,-5.1,Fort William,56.2:-5.1
55.4,-3.8,dumfries,55.4:-3.8
54.3,-6.2,dumfries,54.3:-6.2
57.3,-2,Aberdeen,57.3:-2
54.6,-2.8,kendal,54.6:-2.8
54.1,-1.6,kendal,54.1:-1.6
50.9,-3.1,okehampton,50.9:-3.1
52.9,-0.4,peterborough,52.9:-0.4
57.3,-3.4,Aberdeen,57.3:-3.4
58.2,-3.5,Fort William,58.2:-3.5
50.5,-4.4,okehampton,50.5:-4.4
54.7,-6.2,dumfries,54.7:-6.2
55,-3.6,dumfries,55:-3.6
54,-2.2,kendal,54:-2.2
52,0,london,52:0
53.4,-1.8,sheffield,53.4:-1.8
57.7,-3.4,Aberdeen,57.7:-3.4
53.5,-0.2,sheffield,53.5:-0.2
53,0.1,peterborough,53:0.1
55.7,-3.4,edinburgh,55.7:-3.4
55.7,-4.9,dumfries,55.7:-4.9
52.6,-3.8,corwen,52.6:-3.8
53.2,-1.8,sheffield,53.2:-1.8
55.5,-3.8,dumfries,55.5:-3.8
55.3,-4.7,dumfries,55.3:-4.7
53,-3.6,corwen,53:-3.6
52.8,-2.8,corwen,52.8:-2.8
54.1,-6.2,dumfries,54.1:-6.2
57.3,-2.2,Aberdeen,57.3:-2.2
52,-0.1,london,52:-0.1
53,-0.7,peterborough,53:-0.7
51.6,-1.6,oxford,51.6:-1.6
52.8,-0.8,peterborough,52.8:-0.8
54.2,-5.9,dumfries,54.2:-5.9
51.5,-1.2,oxford,51.5:-1.2
56,-5.4,Fort William,56:-5.4
52.5,1.3,norwich,52.5:1.3
55.4,-3.9,dumfries,55.4:-3.9
50.2,-5.6,okehampton,50.2:-5.6
52.7,-3.8,corwen,52.7:-3.8
51.9,-5.3,cardiff,51.9:-5.3
52.7,-0.6,peterborough,52.7:-0.6
51.1,-2.2,salisbury,51.1:-2.2
56.2,-4.3,edinburgh,56.2:-4.3
52.7,0.8,norwich,52.7:0.8
52.9,-4.2,corwen,52.9:-4.2
56.8,-2.7,Aberdeen,56.8:-2.7
55.2,-3.7,dumfries,55.2:-3.7
52.8,-3.1,corwen,52.8:-3.1
56.3,-3.3,edinburgh,56.3:-3.3
52.6,-0.7,peterborough,52.6:-0.7
50.7,-3.9,okehampton,50.7:-3.9
55,-6.3,dumfries,55:-6.3
51.2,-3.7,okehampton,51.2:-3.7
53.6,-0.3,scarborough,53.6:-0.3
54.3,-6.6,dumfries,54.3:-6.6
53.4,-0.5,sheffield,53.4:-0.5
55.1,-2.3,newcastle,55.1:-2.3
52.5,-4,corwen,52.5:-4
52.5,-2.7,birmingham,52.5:-2.7
57.5,-2.2,Aberdeen,57.5:-2.2
57.2,-2.4,Aberdeen,57.2:-2.4
52.3,-3.2,birmingham,52.3:-3.2
60.2,-1.2,Fort William,60.2:-1.2
54.6,-2.1,kendal,54.6:-2.1
53.1,-3.9,corwen,53.1:-3.9
57.6,-3.8,Aberdeen,57.6:-3.8
54,-0.7,scarborough,54:-0.7
54.2,-1.9,kendal,54.2:-1.9
55.7,-2,newcastle,55.7:-2
54.8,-6.8,dumfries,54.8:-6.8
57.6,-1.9,Aberdeen,57.6:-1.9
53,-3.3,corwen,53:-3.3
56,-2.6,edinburgh,56:-2.6
53.5,-0.4,sheffield,53.5:-0.4
52.2,-2.9,birmingham,52.2:-2.9
52.8,-3.9,corwen,52.8:-3.9
58.2,-6.2,Fort William,58.2:-6.2
57.1,-2.8,Aberdeen,57.1:-2.8
54.2,-2.1,kendal,54.2:-2.1
50.5,-5,okehampton,50.5:-5
55.4,-5.6,Fort William,55.4:-5.6
57.4,-3.1,Aberdeen,57.4:-3.1
55.8,-2.8,edinburgh,55.8:-2.8
52.5,-2.5,birmingham,52.5:-2.5
57.4,-4.2,Fort William,57.4:-4.2
55.7,-2.4,edinburgh,55.7:-2.4
54.3,-0.8,scarborough,54.3:-0.8
57.6,-3.7,Aberdeen,57.6:-3.7
56.7,-5.6,Fort William,56.7:-5.6
54.9,-3.6,dumfries,54.9:-3.6
52.8,-3.3,corwen,52.8:-3.3
54.3,-0.6,scarborough,54.3:-0.6
55,-3.9,dumfries,55:-3.9
51.8,-4.9,cardiff,51.8:-4.9
53.4,-4.5,corwen,53.4:-4.5
52.8,1.6,norwich,52.8:1.6
58.4,-3.1,Fort William,58.4:-3.1
51,0.8,canterbury,51:0.8
52.3,1.4,norwich,52.3:1.4
53.3,0,peterborough,53.3:0
54.1,-2.7,kendal,54.1:-2.7
51.2,-1.9,salisbury,51.2:-1.9
55.5,-1.7,newcastle,55.5:-1.7
52,-4.9,cardiff,52:-4.9
53.5,-1.9,sheffield,53.5:-1.9
54,-0.6,scarborough,54:-0.6
55.1,-1.8,newcastle,55.1:-1.8
52.8,0.6,norwich,52.8:0.6
52.4,-2.5,birmingham,52.4:-2.5
56.5,-3.4,edinburgh,56.5:-3.4
55.1,-4.9,dumfries,55.1:-4.9
57.5,-2.1,Aberdeen,57.5:-2.1
53,-3.8,corwen,53:-3.8
54.9,-7.2,dumfries,54.9:-7.2
52.8,-3.2,corwen,52.8:-3.2
50.8,-2.6,salisbury,50.8:-2.6
51.2,-3.2,salisbury,51.2:-3.2
55,-7.1,dumfries,55:-7.1
52.6,-3.6,corwen,52.6:-3.6
54.8,-3.1,kendal,54.8:-3.1
54.1,-6,dumfries,54.1:-6
55.1,-2.8,dumfries,55.1:-2.8
56.3,-4.9,Fort William,56.3:-4.9
53.5,0,sheffield,53.5:0
52.2,-2.6,birmingham,52.2:-2.6
54.1,-6.5,dumfries,54.1:-6.5
52.9,0,peterborough,52.9:0
56.6,-2.7,Aberdeen,56.6:-2.7
52.4,-2.9,birmingham,52.4:-2.9
56.4,-4,edinburgh,56.4:-4
52.6,-2.8,corwen,52.6:-2.8
54.1,-2.4,kendal,54.1:-2.4
52.9,-4,corwen,52.9:-4
52.5,0.8,norwich,52.5:0.8
53.7,-0.8,sheffield,53.7:-0.8
54.8,-6.3,dumfries,54.8:-6.3
54.4,-5.5,dumfries,54.4:-5.5
55.2,-4.8,dumfries,55.2:-4.8
57.8,-3.9,Fort William,57.8:-3.9
55.6,-2.2,newcastle,55.6:-2.2
53.4,0.2,peterborough,53.4:0.2
51.2,-2.4,salisbury,51.2:-2.4
52.8,-4.5,corwen,52.8:-4.5
56.6,-6.1,Fort William,56.6:-6.1
55.7,-4.8,edinburgh,55.7:-4.8
51.8,-4.6,cardiff,51.8:-4.6
55.6,-3.7,edinburgh,55.6:-3.7
55.1,-2,newcastle,55.1:-2
51.7,-5.1,cardiff,51.7:-5.1
52,-3.9,cardiff,52:-3.9
56.3,-3.9,edinburgh,56.3:-3.9
57.6,-4.2,Fort William,57.6:-4.2
55.7,-2.8,edinburgh,55.7:-2.8
52.9,-4.3,corwen,52.9:-4.3
53.1,-0.1,peterborough,53.1:-0.1
54.7,-2.9,kendal,54.7:-2.9
54.2,-1.7,kendal,54.2:-1.7
53.2,-4.4,corwen,53.2:-4.4
55.7,-2.5,edinburgh,55.7:-2.5
52.4,-0.4,peterborough,52.4:-0.4
52.4,0.9,norwich,52.4:0.9
57.6,-4.5,Fort William,57.6:-4.5
57.2,-5.9,Fort William,57.2:-5.9
51,-3.9,okehampton,51:-3.9
54.7,-3.3,kendal,54.7:-3.3
53.2,0,peterborough,53.2:0
53.9,-0.5,scarborough,53.9:-0.5
57.7,-2.3,Aberdeen,57.7:-2.3
54.4,-6.6,dumfries,54.4:-6.6
51.1,-3.6,okehampton,51.1:-3.6
55.5,-3.7,dumfries,55.5:-3.7
52.2,-3.5,cardiff,52.2:-3.5
51.8,-1.9,oxford,51.8:-1.9
54.4,-3.1,kendal,54.4:-3.1
55.2,-3.9,dumfries,55.2:-3.9
54.2,-7.4,dumfries,54.2:-7.4
57.1,-2.4,Aberdeen,57.1:-2.4
53.9,-2.3,kendal,53.9:-2.3
56.9,-4.9,Fort William,56.9:-4.9
56.6,-6.2,Fort William,56.6:-6.2
55,-6.7,dumfries,55:-6.7
55.5,-2.4,edinburgh,55.5:-2.4
54.3,-5.8,dumfries,54.3:-5.8
52.9,-0.5,peterborough,52.9:-0.5
55.6,-2.5,edinburgh,55.6:-2.5
52.5,-3.6,corwen,52.5:-3.6
52,-3.8,cardiff,52:-3.8
55.3,-4.6,dumfries,55.3:-4.6
55.5,-4.1,dumfries,55.5:-4.1
57.9,-4,Fort William,57.9:-4
54.4,-6,dumfries,54.4:-6
56.9,-2.3,Aberdeen,56.9:-2.3
55.2,-3.6,dumfries,55.2:-3.6
50.6,-1.2,salisbury,50.6:-1.2
52.6,0.6,norwich,52.6:0.6
54.7,-7.2,dumfries,54.7:-7.2
56.8,-3.8,Fort William,56.8:-3.8
52.3,1.6,norwich,52.3:1.6
56.6,-3.5,edinburgh,56.6:-3.5
54.9,-5.1,dumfries,54.9:-5.1
54.6,-2.7,kendal,54.6:-2.7
54.9,-7.4,dumfries,54.9:-7.4
55.8,-3.3,edinburgh,55.8:-3.3
55.2,-2.2,newcastle,55.2:-2.2
56.7,-3.3,Aberdeen,56.7:-3.3
56.4,-3.1,edinburgh,56.4:-3.1
50.6,-3.9,okehampton,50.6:-3.9
50.8,-2.9,okehampton,50.8:-2.9
54.7,-2,newcastle,54.7:-2
55.2,-2.1,newcastle,55.2:-2.1
57.5,-2.6,Aberdeen,57.5:-2.6
57.9,-5.2,Fort William,57.9:-5.2
51.2,-3.9,okehampton,51.2:-3.9
55.3,-1.8,newcastle,55.3:-1.8
51.9,-3.6,cardiff,51.9:-3.6
57.4,-3,Aberdeen,57.4:-3
54.1,-0.4,scarborough,54.1:-0.4
50.8,-3.9,okehampton,50.8:-3.9
52.2,-3.9,corwen,52.2:-3.9
53.2,-3.5,corwen,53.2:-3.5
53.1,-3.2,corwen,53.1:-3.2
57.7,-2.8,Aberdeen,57.7:-2.8
51.6,-4.3,cardiff,51.6:-4.3
55.7,-2.2,edinburgh,55.7:-2.2
54.1,-1.8,kendal,54.1:-1.8
52,-3.3,cardiff,52:-3.3
54.9,-2.3,newcastle,54.9:-2.3
53.6,-0.4,scarborough,53.6:-0.4
51.9,-4.8,cardiff,51.9:-4.8
53.1,-3.8,corwen,53.1:-3.8
54.9,-2.2,newcastle,54.9:-2.2
54.3,-7.5,dumfries,54.3:-7.5
52.6,0,peterborough,52.6:0
54.9,-3.3,dumfries,54.9:-3.3
53,-4.1,corwen,53:-4.1
51.2,-4,okehampton,51.2:-4
57.1,-2.9,Aberdeen,57.1:-2.9
55.2,-2.8,dumfries,55.2:-2.8
52,-4,cardiff,52:-4
55.1,-4.2,dumfries,55.1:-4.2
50.6,-2.1,salisbury,50.6:-2.1
57.2,-3.4,Aberdeen,57.2:-3.4
54.9,-6.2,dumfries,54.9:-6.2
50.3,-4.2,salisbury,50.3:-4.2
52.7,0,peterborough,52.7:0
50.9,-3.6,okehampton,50.9:-3.6
55.8,-2.2,edinburgh,55.8:-2.2
57.6,-2.5,Aberdeen,57.6:-2.5
56.5,-4.3,Fort William,56.5:-4.3
52.5,-2.9,corwen,52.5:-2.9
57.3,-2.9,Aberdeen,57.3:-2.9
54.2,-6.1,dumfries,54.2:-6.1
53.5,0.1,peterborough,53.5:0.1
55,-3.2,dumfries,55:-3.2
52.7,-2.3,birmingham,52.7:-2.3
56.3,-2.9,edinburgh,56.3:-2.9
54.9,-4.6,dumfries,54.9:-4.6
51,-3.7,okehampton,51:-3.7
